City,State,Lat,Long,commas,CityState,Opened,Mopened
Waianae,Hawaii,21.446678,-158.185272,",","Waianae,Hawaii",4/19/07,4/07
Albany,Oregon,44.6365071,-123.1059324,",","Albany,Oregon",4/19/07,4/07
Rome,Georgia,34.257038,-85.1646726,",","Rome,Georgia",4/19/07,4/07
Ellijay,Georgia,34.6950278,-84.4827394,",","Ellijay,Georgia",4/19/07,4/07
Aliso Viejo,California,33.568461,-117.726298,",","Aliso Viejo,California",4/20/07,4/07
San Juan Capistrano,California,33.501903,-117.662766,",","San Juan Capistrano,California",4/20/07,4/07
Oceanside,California,33.19587,-117.379483,",","Oceanside,California",4/20/07,4/07
Hayden,Idaho,47.7590638,-116.7866807,",","Hayden,Idaho",4/20/07,4/07
Chandler,Arizona,33.30616,-111.84125,",","Chandler,Arizona",4/20/07,4/07
Englewood,Colorado,39.6482059,-104.9879641,",","Englewood,Colorado",4/20/07,4/07
Humble,Texas,29.9988312,-95.2621553,",","Humble,Texas",4/20/07,4/07
Overland Park,Kansas,38.9742502,-94.6851702,",","Overland Park,Kansas",4/20/07,4/07
Canandaigua,New York,42.8858579,-77.2799761,",","Canandaigua,New York",4/20/07,4/07
E. Northport,New York,40.8810272,-73.3195214,",","E. Northport,New York",4/20/07,4/07
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",4/23/07,4/07
Bakersfield,California,35.373292,-119.018712,",","Bakersfield,California",4/27/07,4/07
Orange,California,33.787914,-117.853101,",","Orange,California",4/27/07,4/07
The Colony,Texas,33.0890094,-96.8863922,",","The Colony,Texas",4/27/07,4/07
Manhattan,Kansas,39.1836082,-96.5716694,",","Manhattan,Kansas",4/27/07,4/07
Grayslake,Illinois,42.3433518,-88.0412192,",","Grayslake,Illinois",4/27/07,4/07
Northbrook,Illinois,42.1299234,-87.8299476,",","Northbrook,Illinois",4/27/07,4/07
Chattanooga,Tennessee,35.0457219,-85.3094883,",","Chattanooga,Tennessee",4/27/07,4/07
Columbus,Ohio,39.9622601,-83.0007065,",","Columbus,Ohio",4/27/07,4/07
Kissimmee,Florida,28.2918995,-81.4075838,",","Kissimmee,Florida",4/27/07,4/07
Jacksonville,Florida,30.3321838,-81.655651,",","Jacksonville,Florida",4/28/07,4/07
Mesa,Arizona,33.415184,-111.831472,",","Mesa,Arizona",4/30/07,4/07
Louisville,Kentucky,38.2542376,-85.759407,",","Louisville,Kentucky",5/1/07,5/07
East Rutherford,New Jersey,40.833989,-74.0970865,",","East Rutherford,New Jersey",5/3/07,5/07
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",5/4/07,5/07
Reno,Nevada,39.5261206,-119.8126581,",","Reno,Nevada",5/4/07,5/07
Granada Hills,California,34.279358,-118.502153,",","Granada Hills,California",5/4/07,5/07
Anaheim,California,33.836593,-117.914301,",","Anaheim,California",5/4/07,5/07
Naperville,Illinois,41.7728699,-88.1479278,",","Naperville,Illinois",5/4/07,5/07
Mobile,Alabama,30.695366,-88.039891,",","Mobile,Alabama",5/4/07,5/07
Toledo,Ohio,41.6786754,-83.5127283,",","Toledo,Ohio",5/4/07,5/07
Webster,New York,43.212285,-77.429994,",","Webster,New York",5/4/07,5/07
Victor,New York,42.9825634,-77.4088794,",","Victor,New York",5/4/07,5/07
Albany,New York,42.6511674,-73.754968,",","Albany,New York",5/4/07,5/07
Haverhill,Massachusetts,42.7777829,-71.0767724,",","Haverhill,Massachusetts",5/4/07,5/07
Suwanee,Georgia,34.0514898,-84.0712997,",","Suwanee,Georgia",5/5/07,5/07
Warner Robins,Georgia,32.6200973,-83.606568,",","Warner Robins,Georgia",5/5/07,5/07
Brunswick,Georgia,31.1499528,-81.4914894,",","Brunswick,Georgia",5/5/07,5/07
Sunrise,Florida,26.1482449,-80.3288859,",","Sunrise,Florida",5/5/07,5/07
Grand Junction,Colorado,39.063956,-108.5507317,",","Grand Junction,Colorado",5/7/07,5/07
Dana Point,California,33.467226,-117.698101,",","Dana Point,California",5/8/07,5/07
Lodi,California,38.134148,-121.272219,",","Lodi,California",5/10/07,5/07
Modesto,California,37.63926,-120.997001,",","Modesto,California",5/10/07,5/07
Camp Hill,Pennsylvania,40.2398118,-76.9199742,",","Camp Hill,Pennsylvania",5/10/07,5/07
Portsmouth,New Hampshire,43.0717552,-70.7625532,",","Portsmouth,New Hampshire",5/10/07,5/07
Kent,Washington,47.3826903,-122.2270272,",","Kent,Washington",5/11/07,5/07
Roseville,California,38.752124,-121.288006,",","Roseville,California",5/11/07,5/07
Porterville,California,36.06523,-119.016768,",","Porterville,California",5/11/07,5/07
San Bernardino,California,34.108345,-117.289765,",","San Bernardino,California",5/11/07,5/07
San Jacinto,California,33.783908,-116.958635,",","San Jacinto,California",5/11/07,5/07
Indianapolis,Indiana,39.7683331,-86.1583502,",","Indianapolis,Indiana",5/11/07,5/07
Westfield,Indiana,40.0428151,-86.1274888,",","Westfield,Indiana",5/11/07,5/07
Cartersville,Georgia,34.1650972,-84.7999383,",","Cartersville,Georgia",5/11/07,5/07
Knoxville,Tennessee,35.9603948,-83.9210261,",","Knoxville,Tennessee",5/11/07,5/07
Jacksonville,Florida,30.3321838,-81.655651,",","Jacksonville,Florida",5/11/07,5/07
Erie,Colorado,40.0146297,-105.1039511,",","Erie,Colorado",5/14/07,5/07
Portland,Maine,43.6610277,-70.2548596,",","Portland,Maine",5/16/07,5/07
Laguna Beach,California,33.542719,-117.785357,",","Laguna Beach,California",5/18/07,5/07
Laguna Niguel,California,33.523674,-117.714944,",","Laguna Niguel,California",5/18/07,5/07
Golden,Colorado,39.755543,-105.2210997,",","Golden,Colorado",5/18/07,5/07
Marble Falls,Texas,30.5781414,-98.2753857,",","Marble Falls,Texas",5/18/07,5/07
Midlothian,Texas,32.482361,-96.9944489,",","Midlothian,Texas",5/18/07,5/07
Tulsa,Oklahoma,36.1556805,-95.9929113,",","Tulsa,Oklahoma",5/18/07,5/07
Peoria,Illinois,40.6938609,-89.5891008,",","Peoria,Illinois",5/18/07,5/07
Belvidere,Illinois,42.2579991,-88.841734,",","Belvidere,Illinois",5/18/07,5/07
Cincinnati,Ohio,39.1014537,-84.5124602,",","Cincinnati,Ohio",5/18/07,5/07
North Augusta,South Carolina,33.52085,-81.9669692,",","North Augusta,South Carolina",5/19/07,5/07
Yulee,Florida,30.627848,-81.5902278,",","Yulee,Florida",5/19/07,5/07
St Simons Island,Georgia,31.2182863,-81.3612077,",","St Simons Island,Georgia",5/19/07,5/07
Palm Harbor,Florida,28.0780718,-82.7637127,",","Palm Harbor,Florida",5/23/07,5/07
Miami,Florida,25.7742658,-80.1936589,",","Miami,Florida",5/24/07,5/07
Franklin Lakes,New Jersey,41.0167639,-74.2057012,",","Franklin Lakes,New Jersey",5/24/07,5/07
North Bend,Washington,47.4959464,-121.7851542,",","North Bend,Washington",5/25/07,5/07
Chelan,Washington,47.8012197,-120.6276904,",","Chelan,Washington",5/25/07,5/07
Chino Hills,California,33.989819,-117.732585,",","Chino Hills,California",5/25/07,5/07
Mission Viejo,California,33.596891,-117.658156,",","Mission Viejo,California",5/25/07,5/07
Palm Desert,California,33.722245,-116.374456,",","Palm Desert,California",5/25/07,5/07
South Salt Lake City,Utah,40.7074741,-111.8882709,",","South Salt Lake City,Utah",5/25/07,5/07
Bulverde,Texas,29.7438332,-98.4530729,",","Bulverde,Texas",5/25/07,5/07
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",5/25/07,5/07
Cincinnati,Ohio,39.1014537,-84.5124602,",","Cincinnati,Ohio",5/25/07,5/07
Twinsburg,Ohio,41.3125552,-81.4401129,",","Twinsburg,Ohio",5/25/07,5/07
Greensboro,North Carolina,36.0726355,-79.7919754,",","Greensboro,North Carolina",5/25/07,5/07
Springfield,Oregon,44.0462362,-123.0220289,",","Springfield,Oregon",5/26/07,5/07
Irvine,California,33.684567,-117.826505,",","Irvine,California",5/29/07,5/07
Duvall,Washington,47.7423219,-121.9856782,",","Duvall,Washington",5/31/07,5/07
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",6/1/07,6/07
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",6/1/07,6/07
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",6/1/07,6/07
Gresham,Oregon,45.5067406,-122.4367058,",","Gresham,Oregon",6/1/07,6/07
Mukilteo,Washington,47.9474034,-122.3036992,",","Mukilteo,Washington",6/1/07,6/07
Auburn,Washington,47.3075369,-122.2301808,",","Auburn,Washington",6/1/07,6/07
Fresno,California,36.737798,-119.787125,",","Fresno,California",6/1/07,6/07
Alhambra,California,34.095287,-118.127015,",","Alhambra,California",6/1/07,6/07
San Diego,California,32.715738,-117.161084,",","San Diego,California",6/1/07,6/07
Casa Grande,Arizona,32.911003,-111.77339,",","Casa Grande,Arizona",6/1/07,6/07
Cheyenne,Wyoming,41.139981,-104.820246,",","Cheyenne,Wyoming",6/1/07,6/07
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",6/1/07,6/07
Winston-Salem,North Carolina,36.0998131,-80.2440518,",","Winston-Salem,North Carolina",6/1/07,6/07
Chesapeake,Virginia,36.7183708,-76.2466798,",","Chesapeake,Virginia",6/1/07,6/07
Seabrook,New Hampshire,42.8846631,-70.8601957,",","Seabrook,New Hampshire",6/1/07,6/07
Sacramento,California,38.581572,-121.4944,",","Sacramento,California",6/2/07,6/07
Carmichael,California,38.617127,-121.328284,",","Carmichael,California",6/5/07,6/07
Costa Mesa,California,33.663844,-117.904743,",","Costa Mesa,California",6/6/07,6/07
Hillsboro,Oregon,45.5228939,-122.989827,",","Hillsboro,Oregon",6/8/07,6/07
Beaverton,Oregon,45.4871723,-122.8037804,",","Beaverton,Oregon",6/8/07,6/07
Vancouver,Washington,45.6306954,-122.6744557,",","Vancouver,Washington",6/8/07,6/07
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",6/8/07,6/07
Rosenberg,Texas,29.5571825,-95.8085623,",","Rosenberg,Texas",6/8/07,6/07
Spring,Texas,30.0798826,-95.4172549,",","Spring,Texas",6/8/07,6/07
Russellville,Arkansas,35.278417,-93.133786,",","Russellville,Arkansas",6/8/07,6/07
Ellenton,Florida,27.5262425,-82.5214628,",","Ellenton,Florida",6/9/07,6/07
Lake Charles,Louisiana,30.2265949,-93.2173759,",","Lake Charles,Louisiana",6/13/07,6/07
Sacramento,California,38.581572,-121.4944,",","Sacramento,California",6/14/07,6/07
Kent,Washington,47.3826903,-122.2270272,",","Kent,Washington",6/15/07,6/07
Union City,California,37.593356,-122.043861,",","Union City,California",6/15/07,6/07
Canoga Park,California,34.208254,-118.605861,",","Canoga Park,California",6/15/07,6/07
Newport Beach,California,33.618883,-117.929849,",","Newport Beach,California",6/15/07,6/07
Costa Mesa,California,33.663844,-117.904743,",","Costa Mesa,California",6/15/07,6/07
South Ogden,Utah,41.1918934,-111.9713429,",","South Ogden,Utah",6/15/07,6/07
Colorado Springs,Colorado,38.8339578,-104.8253485,",","Colorado Springs,Colorado",6/15/07,6/07
Springfield,Missouri,37.2166779,-93.2920373,",","Springfield,Missouri",6/15/07,6/07
Beloit,Wisconsin,42.5083272,-89.031784,",","Beloit,Wisconsin",6/15/07,6/07
Powell,Tennessee,36.0317472,-84.0279677,",","Powell,Tennessee",6/15/07,6/07
Mount Airy,Maryland,39.3762145,-77.154704,",","Mount Airy,Maryland",6/15/07,6/07
Washington,Washington,38.8948932,-77.0365529,",","Washington,Washington",6/15/07,6/07
Baltimore,Maryland,39.2908816,-76.610759,",","Baltimore,Maryland",6/15/07,6/07
Jamestown,New York,42.0970023,-79.2353259,",","Jamestown,New York",6/16/07,6/07
Columbia,Missouri,38.951883,-92.3337366,",","Columbia,Missouri",6/20/07,6/07
University City,Missouri,38.6569083,-90.3103443,",","University City,Missouri",6/20/07,6/07
Stockton,California,37.957702,-121.29078,",","Stockton,California",6/21/07,6/07
Manteca,California,37.797427,-121.216053,",","Manteca,California",6/21/07,6/07
Dalton,Georgia,34.7691867,-84.9702475,",","Dalton,Georgia",6/21/07,6/07
Sewell,New Jersey,39.7665029,-75.1443435,",","Sewell,New Jersey",6/21/07,6/07
DeSoto,Texas,32.6061241,-96.8656127,",","DeSoto,Texas",6/22/07,6/07
Papillion,Nebraska,41.1544433,-96.0422378,",","Papillion,Nebraska",6/22/07,6/07
Coralville,Iowa,41.6764044,-91.5804475,",","Coralville,Iowa",6/22/07,6/07
Pensacola,Florida,30.421309,-87.2169149,",","Pensacola,Florida",6/22/07,6/07
Bellerose,New York,40.724269,-73.7151313,",","Bellerose,New York",6/22/07,6/07
Greece,New York,43.2097838,-77.6930602,",","Greece,New York",6/23/07,6/07
New York,New York,40.7127281,-74.0060152,",","New York,New York",6/23/07,6/07
Baxter,Minnesota,46.3433005,-94.286666,",","Baxter,Minnesota",6/25/07,6/07
Miami Springs,Florida,25.8218479,-80.2927081,",","Miami Springs,Florida",6/25/07,6/07
Lafayette,Louisiana,30.2240897,-92.0198427,",","Lafayette,Louisiana",6/27/07,6/07
Manteca,California,37.797427,-121.216053,",","Manteca,California",6/28/07,6/07
Fredericksburg,Virginia,30.2752011,-98.8719843,",","Fredericksburg,Virginia",6/28/07,6/07
Bernardsville,New Jersey,40.7186805,-74.5692273,",","Bernardsville,New Jersey",6/28/07,6/07
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",6/29/07,6/07
Puyallup,Washington,47.1849009,-122.2921406,",","Puyallup,Washington",6/29/07,6/07
Marysville,Washington,48.0517429,-122.1768209,",","Marysville,Washington",6/29/07,6/07
Malibu,California,34.025922,-118.779757,",","Malibu,California",6/29/07,6/07
Forney,Texas,32.747893,-96.4719289,",","Forney,Texas",6/29/07,6/07
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",6/29/07,6/07
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",6/29/07,6/07
Crestwood,Kentucky,38.3235441,-85.4726215,",","Crestwood,Kentucky",6/29/07,6/07
Pigeon Forge,Tennessee,35.7884241,-83.5543329,",","Pigeon Forge,Tennessee",6/29/07,6/07
Clarkston,Michigan,42.735863,-83.4188304,",","Clarkston,Michigan",6/29/07,6/07
Liberty Township,Ohio,40.1567417,-82.6125498,",","Liberty Township,Ohio",6/29/07,6/07
Washington,Washington,38.8948932,-77.0365529,",","Washington,Washington",6/29/07,6/07
Whitehall,Pennsylvania,40.6574781,-75.5074646,",","Whitehall,Pennsylvania",6/29/07,6/07
Chester,New Jersey,40.7842667,-74.6968284,",","Chester,New Jersey",6/29/07,6/07
Walpole,Massachusetts,42.1417653,-71.2494985,",","Walpole,Massachusetts",6/29/07,6/07
New Orleans,Louisiana,29.9499323,-90.0701156,",","New Orleans,Louisiana",6/30/07,6/07
Indian Trail,North Carolina,35.0768141,-80.6692352,",","Indian Trail,North Carolina",6/30/07,6/07
Vero Beach,Florida,27.6387163,-80.3975399,",","Vero Beach,Florida",6/30/07,6/07
Durham,North Carolina,35.996653,-78.9018053,",","Durham,North Carolina",6/30/07,6/07
Lafayette,Indiana,40.4167022,-86.8752869,",","Lafayette,Indiana",7/1/07,7/07
Porterville,California,36.06523,-119.016768,",","Porterville,California",7/6/07,7/07
Joplin,Missouri,37.08418,-94.51323,",","Joplin,Missouri",7/6/07,7/07
Honolulu,Hawaii,21.304547,-157.8556764,",","Honolulu,Hawaii",7/7/07,7/07
Lynden,Washington,48.9466041,-122.4569315,",","Lynden,Washington",7/7/07,7/07
Port St. Lucie,Florida,27.2939333,-80.3503283,",","Port St. Lucie,Florida",7/7/07,7/07
Denver,Colorado,39.7392364,-104.9848623,",","Denver,Colorado",7/9/07,7/07
Altamonte Springs,Florida,28.6649055,-81.3762686,",","Altamonte Springs,Florida",7/9/07,7/07
Palmetto Bay,Florida,25.622042,-80.3209961,",","Palmetto Bay,Florida",7/9/07,7/07
Miami Beach,Florida,25.7929198,-80.1353006,",","Miami Beach,Florida",7/10/07,7/07
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",7/13/07,7/07
Portland,Oregon,45.5202471,-122.6741949,",","Portland,Oregon",7/13/07,7/07
Petaluma,California,38.232417,-122.636652,",","Petaluma,California",7/13/07,7/07
Everett,Washington,47.9673056,-122.2013998,",","Everett,Washington",7/13/07,7/07
MARYSVILLE,Washington,48.0517429,-122.1768209,",","MARYSVILLE,Washington",7/13/07,7/07
Dallas,Texas,32.7762719,-96.7968559,",","Dallas,Texas",7/13/07,7/07
Manassas,Virginia,38.744947,-77.4824442,",","Manassas,Virginia",7/13/07,7/07
Holyoke,Massachusetts,42.2044693,-72.6410623,",","Holyoke,Massachusetts",7/16/07,7/07
Elko,Nevada,41.1958128,-115.3272864,",","Elko,Nevada",7/19/07,7/07
Auburn,Washington,47.3075369,-122.2301808,",","Auburn,Washington",7/20/07,7/07
Bellflower,California,33.881682,-118.117012,",","Bellflower,California",7/20/07,7/07
Independence,Missouri,39.0924792,-94.4137923,",","Independence,Missouri",7/20/07,7/07
Memphis,Tennessee,35.1490215,-90.0516285,",","Memphis,Tennessee",7/20/07,7/07
Maryville,Tennessee,35.7564719,-83.9704593,",","Maryville,Tennessee",7/20/07,7/07
New York,New York,40.7127281,-74.0060152,",","New York,New York",7/20/07,7/07
E. Lansing,Michigan,42.7355416,-84.4852469,",","E. Lansing,Michigan",7/21/07,7/07
Lincoln,California,38.891565,-121.293008,",","Lincoln,California",7/24/07,7/07
North Hollywood,California,34.187044,-118.381256,",","North Hollywood,California",7/25/07,7/07
Cherry Hill,New Jersey,39.906739,-74.9896299,",","Cherry Hill,New Jersey",7/26/07,7/07
West Covina,California,34.082729,-117.93148,",","West Covina,California",7/27/07,7/07
Naperville,Illinois,41.7728699,-88.1479278,",","Naperville,Illinois",7/27/07,7/07
Canton,Ohio,40.7989522,-81.3784445,",","Canton,Ohio",7/27/07,7/07
Lake City,Florida,30.1896756,-82.6392899,",","Lake City,Florida",7/28/07,7/07
Peachtree City,Georgia,33.3967829,-84.5957629,",","Peachtree City,Georgia",7/31/07,7/07
Chino Hills,California,33.989819,-117.732585,",","Chino Hills,California",8/1/07,8/07
Orlando,Florida,28.5421109,-81.3790304,",","Orlando,Florida",8/1/07,8/07
Ormond Beach,Florida,29.2854132,-81.0557921,",","Ormond Beach,Florida",8/1/07,8/07
Latham,New York,42.7442986,-73.7614799,",","Latham,New York",8/1/07,8/07
Midland Park,New Jersey,40.4347992,-74.2381501,",","Midland Park,New Jersey",8/2/07,8/07
Snoqualmie,Washington,47.5289527,-121.8270932,",","Snoqualmie,Washington",8/3/07,8/07
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",8/3/07,8/07
Rancho Cucamonga,California,34.106399,-117.593108,",","Rancho Cucamonga,California",8/3/07,8/07
Mesa,Arizona,33.415184,-111.831472,",","Mesa,Arizona",8/3/07,8/07
Colorado Springs,Colorado,38.8339578,-104.8253485,",","Colorado Springs,Colorado",8/3/07,8/07
Roswell,New Mexico,33.3943282,-104.5229518,",","Roswell,New Mexico",8/3/07,8/07
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",8/3/07,8/07
Corpus Christi,Texas,27.7477253,-97.4014129,",","Corpus Christi,Texas",8/3/07,8/07
Wylie,Texas,33.0151201,-96.5388789,",","Wylie,Texas",8/3/07,8/07
Indianapolis,Indiana,39.7683331,-86.1583502,",","Indianapolis,Indiana",8/3/07,8/07
Ann Arbor,Michigan,42.2681569,-83.7312291,",","Ann Arbor,Michigan",8/3/07,8/07
Clemmons,North Carolina,36.0215258,-80.3819984,",","Clemmons,North Carolina",8/3/07,8/07
Mattituck,New York,41.0071516,-72.5541371,",","Mattituck,New York",8/4/07,8/07
Oregon City,Oregon,45.3573429,-122.6067583,",","Oregon City,Oregon",8/10/07,8/07
Los Alamitos,California,33.803201,-118.071889,",","Los Alamitos,California",8/10/07,8/07
Yuma,Arizona,32.692651,-114.627692,",","Yuma,Arizona",8/10/07,8/07
Tempe,Arizona,33.42551,-111.940005,",","Tempe,Arizona",8/10/07,8/07
Euless,Texas,32.8457865,-97.0667142,",","Euless,Texas",8/10/07,8/07
Urbana,Illinois,40.1117174,-88.207301,",","Urbana,Illinois",8/10/07,8/07
Lisle,Illinois,41.801141,-88.0747875,",","Lisle,Illinois",8/10/07,8/07
De Pere,Wisconsin,44.4487476,-88.0601086,",","De Pere,Wisconsin",8/10/07,8/07
Schiller Park,Illinois,41.9558637,-87.8708965,",","Schiller Park,Illinois",8/10/07,8/07
Seymour,Connecticut,41.395317,-73.0724442,",","Seymour,Connecticut",8/10/07,8/07
Alabaster,Alabama,33.244281,-86.816377,",","Alabaster,Alabama",8/11/07,8/07
St. Augustine,Florida,29.8946952,-81.3145395,",","St. Augustine,Florida",8/11/07,8/07
San Jacinto,California,33.783908,-116.958635,",","San Jacinto,California",8/14/07,8/07
Santa Rosa,California,38.440429,-122.714055,",","Santa Rosa,California",8/15/07,8/07
Greenville,North Carolina,35.612661,-77.3663538,",","Greenville,North Carolina",8/16/07,8/07
Pearl City,Hawaii,21.400594,-157.9704064,",","Pearl City,Hawaii",8/17/07,8/07
Irvine,California,33.684567,-117.826505,",","Irvine,California",8/17/07,8/07
Murrieta,California,33.553914,-117.213923,",","Murrieta,California",8/17/07,8/07
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",8/17/07,8/07
Idaho Falls,Idaho,43.4935245,-112.0400919,",","Idaho Falls,Idaho",8/17/07,8/07
Conifer,Colorado,39.5233424,-105.3054994,",","Conifer,Colorado",8/17/07,8/07
