City,State,Lat,Long,commas,CityState,Opened,Mopened
Lomita,California,33.792239,-118.315072,",","Lomita,California",7/1/17,7/17
Carlsbad,California,33.158093,-117.350594,",","Carlsbad,California",7/1/17,7/17
Cockeysville,Maryland,39.4845658,-76.6502845,",","Cockeysville,Maryland",7/1/17,7/17
Colorado Springs,Colorado,38.8339578,-104.8253485,",","Colorado Springs,Colorado",7/3/17,7/17
Chandler,Arizona,33.30616,-111.84125,",","Chandler,Arizona",7/7/17,7/17
Santa Cruz,California,36.974117,-122.030796,",","Santa Cruz,California",7/8/17,7/17
Sullivan,Missouri,40.1993002,-93.1140993,",","Sullivan,Missouri",7/8/17,7/17
Memphis,Tennessee,35.1490215,-90.0516285,",","Memphis,Tennessee",7/8/17,7/17
San Francisco,California,37.774929,-122.419416,",","San Francisco,California",7/10/17,7/17
Evansville,Indiana,37.9747645,-87.5558483,",","Evansville,Indiana",7/12/17,7/17
Lodi,California,38.134148,-121.272219,",","Lodi,California",7/13/17,7/17
Lexington,Kentucky,38.0464066,-84.4970393,",","Lexington,Kentucky",7/13/17,7/17
Rochester,New Hampshire,43.3050631,-70.9753629,",","Rochester,New Hampshire",7/13/17,7/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",7/14/17,7/17
Birmingham,Alabama,33.518589,-86.810357,",","Birmingham,Alabama",7/14/17,7/17
Allison Park,Pennsylvania,40.5584013,-79.9581094,",","Allison Park,Pennsylvania",7/14/17,7/17
Carmel,Indiana,39.9788017,-86.1189257,",","Carmel,Indiana",7/15/17,7/17
Plano,Texas,33.0136764,-96.6925096,",","Plano,Texas",7/17/17,7/17
Fairfield,California,38.249196,-122.040515,",","Fairfield,California",7/20/17,7/17
Glendora,California,34.142508,-118.255075,",","Glendora,California",7/20/17,7/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",7/20/17,7/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",7/20/17,7/17
Garden Grove,California,33.774269,-117.937995,",","Garden Grove,California",7/21/17,7/17
Dawsonville,Georgia,34.4212053,-84.1190804,",","Dawsonville,Georgia",7/21/17,7/17
Canton,Ohio,40.7989522,-81.3784445,",","Canton,Ohio",7/21/17,7/17
Rock Hill,South Carolina,34.9248667,-81.0250784,",","Rock Hill,South Carolina",7/21/17,7/17
Newark,Delaware,39.6852191,-75.7508289,",","Newark,Delaware",7/21/17,7/17
West Bend,Wisconsin,43.4252776,-88.1834277,",","West Bend,Wisconsin",7/22/17,7/17
Farmington,New Mexico,36.7291152,-108.2054451,",","Farmington,New Mexico",7/24/17,7/17
New York,New York,40.7127281,-74.0060152,",","New York,New York",7/24/17,7/17
San Jose,California,37.338208,-121.886329,",","San Jose,California",7/27/17,7/17
Stockton,California,37.957702,-121.29078,",","Stockton,California",7/27/17,7/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",7/27/17,7/17
Kansas City,Missouri,39.100105,-94.5781416,",","Kansas City,Missouri",7/27/17,7/17
Norristown,Pennsylvania,40.121497,-75.3399048,",","Norristown,Pennsylvania",7/27/17,7/17
Panama City,Florida,30.1600827,-85.6545729,",","Panama City,Florida",7/28/17,7/17
Pembroke Pines,Florida,26.0232203,-80.3412391,",","Pembroke Pines,Florida",7/28/17,7/17
Rochester,New York,43.157285,-77.615214,",","Rochester,New York",7/28/17,7/17
Folsom,California,38.677959,-121.176058,",","Folsom,California",7/29/17,7/17
Nashville,Tennessee,36.1622296,-86.7743531,",","Nashville,Tennessee",7/29/17,7/17
Big Spring,Texas,32.250398,-101.4787356,",","Big Spring,Texas",7/31/17,7/17
Shrewsbury,Massachusetts,42.283828,-71.7172866,",","Shrewsbury,Massachusetts",8/1/17,8/17
Fontana,California,34.092234,-117.435048,",","Fontana,California",8/3/17,8/17
Menifee,California,33.697147,-117.185294,",","Menifee,California",8/3/17,8/17
Western Springs,Illinois,41.8096132,-87.900671,",","Western Springs,Illinois",8/3/17,8/17
Knoxville,Tennessee,35.9603948,-83.9210261,",","Knoxville,Tennessee",8/3/17,8/17
Seattle,Washington,47.6038321,-122.3300624,",","Seattle,Washington",8/4/17,8/17
Indianapolis,Indiana,39.7683331,-86.1583502,",","Indianapolis,Indiana",8/4/17,8/17
Boynton Beach,Florida,26.5253491,-80.0664309,",","Boynton Beach,Florida",8/4/17,8/17
Danville,Virginia,36.5859718,-79.3950228,",","Danville,Virginia",8/4/17,8/17
Avondale,Arizona,33.435598,-112.349602,",","Avondale,Arizona",8/10/17,8/17
Elgin,Illinois,42.03726,-88.2810994,",","Elgin,Illinois",8/10/17,8/17
Long Grove,Illinois,42.1783584,-87.9978518,",","Long Grove,Illinois",8/10/17,8/17
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",8/10/17,8/17
Noblesville,Indiana,40.0455918,-86.0085955,",","Noblesville,Indiana",8/10/17,8/17
Parsippany,New Jersey,40.8578772,-74.4259866,",","Parsippany,New Jersey",8/10/17,8/17
Maplewood,New Jersey,40.7312123,-74.2734808,",","Maplewood,New Jersey",8/10/17,8/17
Pullman,Washington,46.7304268,-117.173895,",","Pullman,Washington",8/11/17,8/17
Minneapolis,Minnesota,44.9772995,-93.2654692,",","Minneapolis,Minnesota",8/11/17,8/17
Merrillville,Indiana,41.4828144,-87.3328139,",","Merrillville,Indiana",8/11/17,8/17
Coral Springs,Florida,26.2648561,-80.265342,",","Coral Springs,Florida",8/11/17,8/17
Long Island City,New York,40.7415095,-73.9569751,",","Long Island City,New York",8/11/17,8/17
Boston,Massachusetts,42.3602534,-71.0582912,",","Boston,Massachusetts",8/11/17,8/17
Bellevue,Washington,47.6144219,-122.1923372,",","Bellevue,Washington",8/14/17,8/17
Roanoke,Texas,33.0040126,-97.2258483,",","Roanoke,Texas",8/14/17,8/17
Charlotte,North Carolina,35.2271986,-80.843083,",","Charlotte,North Carolina",8/14/17,8/17
Honolulu,Hawaii,21.304547,-157.8556764,",","Honolulu,Hawaii",8/15/17,8/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",8/15/17,8/17
Albany,California,37.886704,-122.297756,",","Albany,California",8/16/17,8/17
Kingwood,Texas,30.0497077,-95.1846301,",","Kingwood,Texas",8/16/17,8/17
Chamblee,Georgia,33.892176,-84.2988296,",","Chamblee,Georgia",8/16/17,8/17
Sausalito,California,37.859094,-122.485251,",","Sausalito,California",8/17/17,8/17
Arlington Heights,Illinois,42.0811563,-87.9802164,",","Arlington Heights,Illinois",8/17/17,8/17
Middletown,Delaware,39.4496857,-75.7166811,",","Middletown,Delaware",8/17/17,8/17
Boone,North Carolina,36.216795,-81.6745517,",","Boone,North Carolina",8/18/17,8/17
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",8/18/17,8/17
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",8/18/17,8/17
Albuquerque,New Mexico,35.0841034,-106.6509851,",","Albuquerque,New Mexico",8/21/17,8/17
Milwaukee,Wisconsin,43.0349931,-87.922497,",","Milwaukee,Wisconsin",8/21/17,8/17
Elizabeth City,North Carolina,36.2956836,-76.2247697,",","Elizabeth City,North Carolina",8/21/17,8/17
Gardena,California,33.888349,-118.308962,",","Gardena,California",8/24/17,8/17
Ridgewood,New Jersey,40.9796683,-74.1194403,",","Ridgewood,New Jersey",8/24/17,8/17
Deer Park,New York,40.763594,-73.3241729,",","Deer Park,New York",8/24/17,8/17
Reno,Nevada,39.5261206,-119.8126581,",","Reno,Nevada",8/25/17,8/17
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",8/25/17,8/17
Niceville,Florida,30.5168639,-86.482172,",","Niceville,Florida",8/25/17,8/17
Gainesville,Florida,29.6519684,-82.3249846,",","Gainesville,Florida",8/25/17,8/17
Bronx,New York,40.8466508,-73.8785937,",","Bronx,New York",8/25/17,8/17
Ontario,Oregon,44.0265525,-116.9629378,",","Ontario,Oregon",8/28/17,8/17
Euless,Texas,32.8457865,-97.0667142,",","Euless,Texas",8/28/17,8/17
Camarillo,California,34.216394,-119.037602,",","Camarillo,California",8/31/17,8/17
Tucson,Arizona,32.222607,-110.974711,",","Tucson,Arizona",8/31/17,8/17
Oxford,Pennsylvania,39.7852062,-75.9790215,",","Oxford,Pennsylvania",8/31/17,8/17
Matawan,New Jersey,40.41483,-74.2295891,",","Matawan,New Jersey",8/31/17,8/17
Santa Clarita,California,34.391664,-118.542586,",","Santa Clarita,California",9/1/17,9/17
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",9/1/17,9/17
Oklahoma City,Oklahoma,35.4729886,-97.5170536,",","Oklahoma City,Oklahoma",9/1/17,9/17
Brunswick,Ohio,41.2456819,-81.8275398,",","Brunswick,Ohio",9/1/17,9/17
Ashburn,Virginia,39.0437192,-77.4874899,",","Ashburn,Virginia",9/1/17,9/17
New York,New York,40.7127281,-74.0060152,",","New York,New York",9/1/17,9/17
Cranston,Rhode Island,41.7809588,-71.4371257,",","Cranston,Rhode Island",9/1/17,9/17
New York,New York,40.7127281,-74.0060152,",","New York,New York",9/2/17,9/17
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",9/4/17,9/17
Southfield,Michigan,42.4733689,-83.2218731,",","Southfield,Michigan",9/4/17,9/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",9/6/17,9/17
Ventura,California,34.280492,-119.29452,",","Ventura,California",9/7/17,9/17
Lancaster,California,34.686785,-118.154163,",","Lancaster,California",9/7/17,9/17
Perry,Georgia,32.4586695,-83.7319658,",","Perry,Georgia",9/8/17,9/17
Charlotte,North Carolina,35.2271986,-80.843083,",","Charlotte,North Carolina",9/8/17,9/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",9/9/17,9/17
Espanola,New Mexico,36.0028011,-106.0578009,",","Espanola,New Mexico",9/11/17,9/17
Fort Worth,Texas,32.753177,-97.3327459,",","Fort Worth,Texas",9/14/17,9/17
Freeport,Illinois,42.2966861,-89.6212271,",","Freeport,Illinois",9/14/17,9/17
Snoqualmie,Washington,47.5289527,-121.8270932,",","Snoqualmie,Washington",9/15/17,9/17
Jurupa Valley,California,33.997197,-117.48548,",","Jurupa Valley,California",9/15/17,9/17
West Lafayette,Indiana,40.4258686,-86.9080655,",","West Lafayette,Indiana",9/15/17,9/17
Fort Lauderdale,Florida,26.1223084,-80.1433786,",","Fort Lauderdale,Florida",9/16/17,9/17
CalAllen,Texas,27.8630117,-97.62216,",","CalAllen,Texas",9/18/17,9/17
Rowlett,Texas,32.9029017,-96.56388,",","Rowlett,Texas",9/20/17,9/17
Sacramento,California,38.581572,-121.4944,",","Sacramento,California",9/21/17,9/17
Long Beach,California,33.77005,-118.19374,",","Long Beach,California",9/21/17,9/17
Ontario,California,34.063344,-117.650888,",","Ontario,California",9/21/17,9/17
Hesperia,California,34.426389,-117.300878,",","Hesperia,California",9/21/17,9/17
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",9/21/17,9/17
Plano,Texas,33.0136764,-96.6925096,",","Plano,Texas",9/21/17,9/17
Weed,California,41.426861,-122.384247,",","Weed,California",9/22/17,9/17
San Diego,California,32.715738,-117.161084,",","San Diego,California",9/22/17,9/17
Centennial,Colorado,39.5680644,-104.9778308,",","Centennial,Colorado",9/22/17,9/17
Cheyenne,Wyoming,41.139981,-104.820246,",","Cheyenne,Wyoming",9/22/17,9/17
Overland Park,Kansas,38.9742502,-94.6851702,",","Overland Park,Kansas",9/22/17,9/17
Pittsford,New York,43.090959,-77.515298,",","Pittsford,New York",9/22/17,9/17
Frederick,Maryland,39.4142186,-77.4109269,",","Frederick,Maryland",9/22/17,9/17
Herndon,Virginia,38.9695316,-77.3859479,",","Herndon,Virginia",9/22/17,9/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",9/23/17,9/17
San Bernardino,California,34.108345,-117.289765,",","San Bernardino,California",9/25/17,9/17
Fort Worth,Texas,32.753177,-97.3327459,",","Fort Worth,Texas",9/25/17,9/17
Hartford,Connecticut,41.764582,-72.6908547,",","Hartford,Connecticut",9/25/17,9/17
Austin,Texas,30.2711286,-97.7436995,",","Austin,Texas",9/27/17,9/17
Fresno,California,36.737798,-119.787125,",","Fresno,California",9/28/17,9/17
Simi Valley,California,34.269447,-118.781482,",","Simi Valley,California",9/28/17,9/17
Norco,California,33.931126,-117.548661,",","Norco,California",9/28/17,9/17
Mesa,Arizona,33.415184,-111.831472,",","Mesa,Arizona",9/28/17,9/17
Gilbert,Arizona,33.352826,-111.789027,",","Gilbert,Arizona",9/28/17,9/17
Birmingham,Michigan,42.5467012,-83.2113192,",","Birmingham,Michigan",9/28/17,9/17
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",9/29/17,9/17
Wheat Ridge,Colorado,39.766098,-105.0772063,",","Wheat Ridge,Colorado",9/29/17,9/17
Austin,Texas,30.2711286,-97.7436995,",","Austin,Texas",9/29/17,9/17
Collierville,Tennessee,35.042036,-89.6645266,",","Collierville,Tennessee",9/29/17,9/17
Jacksonville,Florida,30.3321838,-81.655651,",","Jacksonville,Florida",9/29/17,9/17
Santa Clara,California,37.354108,-121.955236,",","Santa Clara,California",9/30/17,9/17
Taylor,Michigan,42.240872,-83.2696509,",","Taylor,Michigan",9/30/17,9/17
Baltimore,Maryland,39.2908816,-76.610759,",","Baltimore,Maryland",9/30/17,9/17
Littleton,Colorado,39.613321,-105.0166498,",","Littleton,Colorado",10/1/17,10/17
Richmond,California,37.935758,-122.347749,",","Richmond,California",10/2/17,10/17
Sacramento,California,38.581572,-121.4944,",","Sacramento,California",10/2/17,10/17
Irvine,California,33.684567,-117.826505,",","Irvine,California",10/2/17,10/17
Victorville,California,34.536218,-117.292764,",","Victorville,California",10/2/17,10/17
Albuquerque,New Mexico,35.0841034,-106.6509851,",","Albuquerque,New Mexico",10/2/17,10/17
Wichita,Kansas,37.6922361,-97.3375448,",","Wichita,Kansas",10/2/17,10/17
Rolla,Missouri,37.9509324,-91.7708076,",","Rolla,Missouri",10/2/17,10/17
Loves Park,Illinois,42.3200189,-89.0581621,",","Loves Park,Illinois",10/2/17,10/17
Lake Geneva,Wisconsin,42.5916836,-88.4334301,",","Lake Geneva,Wisconsin",10/2/17,10/17
Seymour,Indiana,38.9592201,-85.8902547,",","Seymour,Indiana",10/2/17,10/17
Detroit,Michigan,42.3315509,-83.0466403,",","Detroit,Michigan",10/2/17,10/17
Palm Coast,Florida,29.5541432,-81.2207673,",","Palm Coast,Florida",10/2/17,10/17
Salisbury,North Carolina,35.6709727,-80.4742261,",","Salisbury,North Carolina",10/2/17,10/17
Pleasant Hills,Pennsylvania,40.3356252,-79.9606066,",","Pleasant Hills,Pennsylvania",10/2/17,10/17
Rockville,Maryland,39.0840054,-77.1527573,",","Rockville,Maryland",10/2/17,10/17
Columbia,Maryland,39.2156213,-76.8582049,",","Columbia,Maryland",10/2/17,10/17
Burlington,New Jersey,39.9325409,-74.7226665,",","Burlington,New Jersey",10/2/17,10/17
Robbinsville,New Jersey,40.2238252,-74.5892843,",","Robbinsville,New Jersey",10/2/17,10/17
New York,New York,40.7127281,-74.0060152,",","New York,New York",10/2/17,10/17
New York,New York,40.7127281,-74.0060152,",","New York,New York",10/4/17,10/17
Carrollton,Georgia,33.5801103,-85.0766113,",","Carrollton,Georgia",10/6/17,10/17
Glen Allen,Virginia,37.6659781,-77.506374,",","Glen Allen,Virginia",10/6/17,10/17
Hamburg,Pennsylvania,40.5555764,-75.9822929,",","Hamburg,Pennsylvania",10/6/17,10/17
Biddeford,Maine,43.4925843,-70.4533844,",","Biddeford,Maine",10/6/17,10/17
South Gate,California,33.954737,-118.212016,",","South Gate,California",10/7/17,10/17
La Mesa,California,32.767829,-117.023084,",","La Mesa,California",10/7/17,10/17
Anaheim,California,33.836593,-117.914301,",","Anaheim,California",10/9/17,10/17
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",10/9/17,10/17
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",10/9/17,10/17
Reston,Virginia,38.9583737,-77.3579805,",","Reston,Virginia",10/9/17,10/17
St. Anthony,Minnesota,45.0283001,-93.2187368,",","St. Anthony,Minnesota",10/12/17,10/17
Salem,Oregon,44.9391565,-123.033121,",","Salem,Oregon",10/13/17,10/17
Hillsboro,Oregon,45.5228939,-122.989827,",","Hillsboro,Oregon",10/13/17,10/17
Hesperia,California,34.426389,-117.300878,",","Hesperia,California",10/13/17,10/17
Atlanta,Georgia,33.7490987,-84.3901849,",","Atlanta,Georgia",10/13/17,10/17
Orlando,Florida,28.5421109,-81.3790304,",","Orlando,Florida",10/13/17,10/17
Norfolk,Virginia,36.8462923,-76.2929252,",","Norfolk,Virginia",10/13/17,10/17
Sun Valley,California,34.22793,-118.381256,",","Sun Valley,California",10/14/17,10/17
Kalamazoo,Michigan,42.291707,-85.5872286,",","Kalamazoo,Michigan",10/15/17,10/17
Saginaw,Michigan,43.4200387,-83.9490365,",","Saginaw,Michigan",10/15/17,10/17
Miami Gardens,Florida,25.9423108,-80.239765,",","Miami Gardens,Florida",10/16/17,10/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",10/18/17,10/17
Fairborn,Ohio,39.8208998,-84.0193858,",","Fairborn,Ohio",10/18/17,10/17
Brookfield,Wisconsin,43.0605671,-88.1064787,",","Brookfield,Wisconsin",10/19/17,10/17
Roanoke,Virginia,37.2738215,-79.9602021,",","Roanoke,Virginia",10/19/17,10/17
Palm Coast,Florida,29.5541432,-81.2207673,",","Palm Coast,Florida",10/20/17,10/17
Lubbock,Texas,33.5635206,-101.879336,",","Lubbock,Texas",10/25/17,10/17
Mt Airy,North Carolina,36.4993297,-80.6071609,",","Mt Airy,North Carolina",10/26/17,10/17
Macedonia,Ohio,41.313667,-81.50845,",","Macedonia,Ohio",10/27/17,10/17
Wilmington,North Carolina,34.2257282,-77.9447107,",","Wilmington,North Carolina",10/27/17,10/17
Arlington,Virginia,38.8903961,-77.0841585,",","Arlington,Virginia",10/27/17,10/17
Seaside,Oregon,45.993246,-123.920213,",","Seaside,Oregon",11/1/17,11/17
Foster City,California,37.558546,-122.271079,",","Foster City,California",11/1/17,11/17
Pasadena,Texas,29.6910625,-95.2091006,",","Pasadena,Texas",11/1/17,11/17
Town and Country,Missouri,38.6122751,-90.4634532,",","Town and Country,Missouri",11/3/17,11/17
Sterling,Illinois,41.788642,-89.6962194,",","Sterling,Illinois",11/3/17,11/17
Grove City,Ohio,39.8814519,-83.0929645,",","Grove City,Ohio",11/3/17,11/17
New Rochelle,New York,40.9115386,-73.7826363,",","New Rochelle,New York",11/3/17,11/17
Copiague,New York,40.6730745,-73.396753,",","Copiague,New York",11/3/17,11/17
Avon,Indiana,39.7628227,-86.3997168,",","Avon,Indiana",11/4/17,11/17
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",11/6/17,11/17
Elkhorn,Nebraska,41.2860699,-96.2346121,",","Elkhorn,Nebraska",11/6/17,11/17
Waconia,Minnesota,44.8507957,-93.7869088,",","Waconia,Minnesota",11/8/17,11/17
Bakersfield,California,35.373292,-119.018712,",","Bakersfield,California",11/9/17,11/17
Tucson,Arizona,32.222607,-110.974711,",","Tucson,Arizona",11/9/17,11/17
Mukwonago,Wisconsin,42.8666803,-88.3334274,",","Mukwonago,Wisconsin",11/9/17,11/17
Eugene,Oregon,44.0505054,-123.0950506,",","Eugene,Oregon",11/10/17,11/17
Inglewood,California,33.96168,-118.353131,",","Inglewood,California",11/10/17,11/17
Albuquerque,New Mexico,35.0841034,-106.6509851,",","Albuquerque,New Mexico",11/10/17,11/17
Greensboro,North Carolina,36.0726355,-79.7919754,",","Greensboro,North Carolina",11/10/17,11/17
Raleigh,North Carolina,35.7803977,-78.6390989,",","Raleigh,North Carolina",11/10/17,11/17
Southfield,Michigan,42.4733689,-83.2218731,",","Southfield,Michigan",11/12/17,11/17
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",11/13/17,11/17
Claremore,Oklahoma,36.3126005,-95.6160686,",","Claremore,Oklahoma",11/13/17,11/17
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",11/13/17,11/17
Tyler,Texas,32.3512601,-95.3010624,",","Tyler,Texas",11/13/17,11/17
West Fargo,North Dakota,46.874967,-96.900362,",","West Fargo,North Dakota",11/15/17,11/17
Tacoma,Washington,47.2495798,-122.4398746,",","Tacoma,Washington",11/16/17,11/17
Lodi,California,38.134148,-121.272219,",","Lodi,California",11/16/17,11/17
Edwardsville,Illinois,38.8114364,-89.953157,",","Edwardsville,Illinois",11/16/17,11/17
Ocoee,Florida,28.537782,-81.5448362,",","Ocoee,Florida",11/16/17,11/17
Sebastopol,California,38.402136,-122.823881,",","Sebastopol,California",11/17/17,11/17
Palm Springs,California,33.830296,-116.545292,",","Palm Springs,California",11/17/17,11/17
Colorado Springs,Colorado,38.8339578,-104.8253485,",","Colorado Springs,Colorado",11/17/17,11/17
Edina,Minnesota,44.8897027,-93.3501222,",","Edina,Minnesota",11/17/17,11/17
Lithia,Florida,27.8651063,-82.2268749,",","Lithia,Florida",11/17/17,11/17
Orlando,Florida,28.5421109,-81.3790304,",","Orlando,Florida",11/17/17,11/17
Johnston,Rhode Island,41.8310404,-71.5412101,",","Johnston,Rhode Island",11/17/17,11/17
Truckee,California,39.327962,-120.183253,",","Truckee,California",11/20/17,11/17
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",11/20/17,11/17
Albuquerque,New Mexico,35.0841034,-106.6509851,",","Albuquerque,New Mexico",11/20/17,11/17
Galesburg,Illinois,40.9479779,-90.3705842,",","Galesburg,Illinois",11/20/17,11/17
Fredericksburg,Virginia,30.2752011,-98.8719843,",","Fredericksburg,Virginia",11/22/17,11/17
West Lafayette,Indiana,40.4258686,-86.9080655,",","West Lafayette,Indiana",11/24/17,11/17
Camden,South Carolina,34.2465393,-80.6070238,",","Camden,South Carolina",11/24/17,11/17
Oklahoma City,Oklahoma,35.4729886,-97.5170536,",","Oklahoma City,Oklahoma",11/27/17,11/17
Charleston,South Carolina,32.7876012,-79.9402728,",","Charleston,South Carolina",11/27/17,11/17
Hays,Kansas,38.8791783,-99.3267702,",","Hays,Kansas",11/28/17,11/17
Fayetteville,Arkansas,36.082156,-94.171854,",","Fayetteville,Arkansas",11/29/17,11/17
Lafayette,Colorado,40.0024435,-105.10958,",","Lafayette,Colorado",11/30/17,11/17
Kokomo,Indiana,40.4864444,-86.1336351,",","Kokomo,Indiana",11/30/17,11/17
Colorado Springs,Colorado,38.8339578,-104.8253485,",","Colorado Springs,Colorado",12/1/17,12/17
Frankfort,Illinois,41.4958665,-87.8486613,",","Frankfort,Illinois",12/1/17,12/17
Richmond Hill,Georgia,31.9382652,-81.3034433,",","Richmond Hill,Georgia",12/1/17,12/17
Woodbridge,Virginia,38.6581723,-77.2497049,",","Woodbridge,Virginia",12/1/17,12/17
Milford,Connecticut,41.2222218,-73.0570603,",","Milford,Connecticut",12/1/17,12/17
Laguna Woods,California,33.61017,-117.725116,",","Laguna Woods,California",12/4/17,12/17
Trenton,New Jersey,40.2170575,-74.7429463,",","Trenton,New Jersey",12/4/17,12/17
Bakersfield,California,35.373292,-119.018712,",","Bakersfield,California",12/7/17,12/17
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",12/7/17,12/17
Rancho Cucamonga,California,34.106399,-117.593108,",","Rancho Cucamonga,California",12/7/17,12/17
Lombard,Illinois,41.8864687,-88.0201536,",","Lombard,Illinois",12/7/17,12/17
Westlake,Ohio,41.4553232,-81.9179174,",","Westlake,Ohio",12/8/17,12/17
Windermere,Florida,28.4944695,-81.5345547,",","Windermere,Florida",12/8/17,12/17
Fayetteville,North Carolina,35.0525759,-78.878292,",","Fayetteville,North Carolina",12/8/17,12/17
Fall River,Massachusetts,41.7010642,-71.1546367,",","Fall River,Massachusetts",12/8/17,12/17
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",12/13/17,12/17
Riverside,California,33.980601,-117.375494,",","Riverside,California",12/14/17,12/17
Springfield,Missouri,37.2166779,-93.2920373,",","Springfield,Missouri",12/14/17,12/17
LaPorte,Indiana,41.5718945,-86.7490124,",","LaPorte,Indiana",12/14/17,12/17
Norfolk,Virginia,36.8462923,-76.2929252,",","Norfolk,Virginia",12/14/17,12/17
Apple Valley,Minnesota,44.7319094,-93.21772,",","Apple Valley,Minnesota",12/15/17,12/17
New Orleans,Louisiana,29.9499323,-90.0701156,",","New Orleans,Louisiana",12/15/17,12/17
Emerson,Georgia,34.1270427,-84.7554925,",","Emerson,Georgia",12/15/17,12/17
Athens,Georgia,33.9597677,-83.376398,",","Athens,Georgia",12/15/17,12/17
Tampa,Florida,27.9477595,-82.458444,",","Tampa,Florida",12/15/17,12/17
Grovetown,Georgia,33.4504157,-82.1981764,",","Grovetown,Georgia",12/15/17,12/17
Moncks Corner,South Carolina,33.1960027,-80.0131374,",","Moncks Corner,South Carolina",12/15/17,12/17
Glen Burnie,Maryland,39.1626298,-76.6250756,",","Glen Burnie,Maryland",12/15/17,12/17
Cupertino,California,37.322998,-122.032182,",","Cupertino,California",12/16/17,12/17
Denver,Colorado,39.7392364,-104.9848623,",","Denver,Colorado",12/18/17,12/17
La Mesa,California,32.767829,-117.023084,",","La Mesa,California",12/19/17,12/17
Seaside,California,36.614922,-121.822098,",","Seaside,California",12/21/17,12/17
Ashburn,Virginia,39.0437192,-77.4874899,",","Ashburn,Virginia",12/22/17,12/17
Highlands Ranch,Colorado,39.5538771,-104.9694264,",","Highlands Ranch,Colorado",12/28/17,12/17
Montvale,New Jersey,41.0467635,-74.0229173,",","Montvale,New Jersey",12/30/17,12/17
Westminster,Colorado,39.8366528,-105.0372046,",","Westminster,Colorado",1/4/18,1/18
Wichita,Kansas,37.6922361,-97.3375448,",","Wichita,Kansas",1/4/18,1/18
Sutherlin,Oregon,43.3896628,-123.3123598,",","Sutherlin,Oregon",1/5/18,1/18
Marlborough,Massachusetts,42.3459271,-71.5522874,",","Marlborough,Massachusetts",1/7/18,1/18
San Francisco,California,37.774929,-122.419416,",","San Francisco,California",1/8/18,1/18
Missouri City,Texas,29.6185669,-95.5377215,",","Missouri City,Texas",1/8/18,1/18
Rochester,Minnesota,44.0234387,-92.4630182,",","Rochester,Minnesota",1/8/18,1/18
Denton,Texas,33.1838787,-97.1413417,",","Denton,Texas",1/9/18,1/18
Charleston,South Carolina,32.7876012,-79.9402728,",","Charleston,South Carolina",1/9/18,1/18
Annapolis,Maryland,38.9786401,-76.492786,",","Annapolis,Maryland",1/9/18,1/18
Lebanon,Oregon,44.5365467,-122.9068762,",","Lebanon,Oregon",1/11/18,1/18
Windsor,California,38.5471327,-122.8163802,",","Windsor,California",1/11/18,1/18
Centerville,Ohio,39.6283928,-84.1593818,",","Centerville,Ohio",1/11/18,1/18
Grand Blanc,Michigan,42.9275277,-83.6299518,",","Grand Blanc,Michigan",1/11/18,1/18
Seattle,Washington,47.6038321,-122.3300624,",","Seattle,Washington",1/12/18,1/18
Norcross,Georgia,33.9412127,-84.2135309,",","Norcross,Georgia",1/12/18,1/18
Melbourne,Florida,28.0836269,-80.6081089,",","Melbourne,Florida",1/12/18,1/18
Dorchester,Massachusetts,42.2973205,-71.0744952,",","Dorchester,Massachusetts",1/12/18,1/18
Overland Park,Kansas,38.9742502,-94.6851702,",","Overland Park,Kansas",1/13/18,1/18
Princeton,Texas,33.1801161,-96.4980424,",","Princeton,Texas",1/15/18,1/18
Foxborough,Massachusetts,42.0653768,-71.2478308,",","Foxborough,Massachusetts",1/16/18,1/18
San Pedro,California,33.736062,-118.292246,",","San Pedro,California",1/18/18,1/18
